route,week_of,cost_per_tonne_km,vs_own_history,vs_similar_routes,flagged,matched_note_id,reason
Chennai-Bangalore,2025-03-31,2.7842723953457043,-11.1,5.87,No,,Cost is within the expected range based on -11.1% versus its own historical baseline and 5.9% versus similar routes.
Chennai-Bangalore,2025-04-07,2.739738299003243,-12.87,7.94,No,,Cost is within the expected range based on -12.9% versus its own historical baseline and 7.9% versus similar routes.
Chennai-Bangalore,2025-04-14,2.700641296262791,-14.18,7.67,No,,Cost is within the expected range based on -14.2% versus its own historical baseline and 7.7% versus similar routes.
Chennai-Bangalore,2025-04-21,2.5900743402437847,-17.23,-0.17,No,,Cost is within the expected range based on -17.2% versus its own historical baseline and -0.2% versus similar routes.
Chennai-Bangalore,2025-04-28,2.693538115110774,-10.37,3.01,No,,Cost is within the expected range based on -10.4% versus its own historical baseline and 3.0% versus similar routes.
Chennai-Bangalore,2025-05-05,2.9513611028351416,1.52,10.79,No,N003,"Diesel prices rose nationwide starting the week of 2025-05-05, increasing transportation costs on all routes including Chennai‑Bangalore."
Chennai-Bangalore,2025-05-12,2.9564433945513904,4.48,13.0,No,N003,"Diesel prices rose nationwide starting the week of 2025-05-05, raising transportation costs across all routes, which includes the Chennai‑Bangalore route for the week of 2025-05-12."
Chennai-Bangalore,2025-05-19,2.8201052147935473,1.97,4.46,No,,Cost is within the expected range based on 2.0% versus its own historical baseline and 4.5% versus similar routes.
Chennai-Bangalore,2025-05-26,2.78320981185551,0.13,2.08,No,,Cost is within the expected range based on 0.1% versus its own historical baseline and 2.1% versus similar routes.
Chennai-Bangalore,2025-06-02,2.9178977258330043,4.98,9.19,No,,Cost is within the expected range based on 5.0% versus its own historical baseline and 9.2% versus similar routes.
Chennai-Bangalore,2025-06-09,2.847300082247845,1.63,4.97,No,,Cost is within the expected range based on 1.6% versus its own historical baseline and 5.0% versus similar routes.
Chennai-Bangalore,2025-06-16,2.942321495261134,4.34,7.25,No,,Cost is within the expected range based on 4.3% versus its own historical baseline and 7.2% versus similar routes.
Chennai-Bangalore,2025-06-23,2.803128027840365,-2.13,1.42,No,,Cost is within the expected range based on -2.1% versus its own historical baseline and 1.4% versus similar routes.
Chennai-Bangalore,2025-06-30,2.7532732345996993,-4.32,0.68,No,,Cost is within the expected range based on -4.3% versus its own historical baseline and 0.7% versus similar routes.
Chennai-Bangalore,2025-07-07,2.915411870629235,2.19,5.29,No,,Cost is within the expected range based on 2.2% versus its own historical baseline and 5.3% versus similar routes.
Chennai-Bangalore,2025-07-14,2.801280585410473,-1.63,3.52,No,,Cost is within the expected range based on -1.6% versus its own historical baseline and 3.5% versus similar routes.
Chennai-Bangalore,2025-07-21,2.939807332905987,3.32,6.42,No,,Cost is within the expected range based on 3.3% versus its own historical baseline and 6.4% versus similar routes.
Chennai-Bangalore,2025-07-28,2.77026321630889,-3.31,2.67,No,,Cost is within the expected range based on -3.3% versus its own historical baseline and 2.7% versus similar routes.
Chennai-Bangalore,2025-08-04,2.9239386930435995,2.72,9.37,No,,Cost is within the expected range based on 2.7% versus its own historical baseline and 9.4% versus similar routes.
Chennai-Bangalore,2025-08-11,2.8366453953120394,-0.68,5.32,No,,Cost is within the expected range based on -0.7% versus its own historical baseline and 5.3% versus similar routes.
Chennai-Bangalore,2025-08-18,2.857934376188354,0.53,4.74,No,,Cost is within the expected range based on 0.5% versus its own historical baseline and 4.7% versus similar routes.
Chennai-Bangalore,2025-08-25,2.849755711633891,-0.0,4.46,No,,Cost is within the expected range based on -0.0% versus its own historical baseline and 4.5% versus similar routes.
Chennai-Bangalore,2025-09-01,2.8959640413650978,1.19,8.08,No,,Cost is within the expected range based on 1.2% versus its own historical baseline and 8.1% versus similar routes.
Chennai-Bangalore,2025-09-08,2.7706472790077505,-3.11,3.02,No,,Cost is within the expected range based on -3.1% versus its own historical baseline and 3.0% versus similar routes.
Chennai-Bangalore,2025-09-15,2.974356760401666,4.16,6.36,No,,Cost is within the expected range based on 4.2% versus its own historical baseline and 6.4% versus similar routes.
Chennai-Bangalore,2025-09-22,2.91739567376032,2.01,9.64,No,,Cost is within the expected range based on 2.0% versus its own historical baseline and 9.6% versus similar routes.
Chennai-Bangalore,2025-09-29,2.9000938496655615,0.76,4.67,No,,Cost is within the expected range based on 0.8% versus its own historical baseline and 4.7% versus similar routes.
Chennai-Bangalore,2025-10-06,2.774167353140143,-3.52,-1.4,No,,Cost is within the expected range based on -3.5% versus its own historical baseline and -1.4% versus similar routes.
Chennai-Bangalore,2025-10-13,2.870423484002797,0.1,6.29,No,,Cost is within the expected range based on 0.1% versus its own historical baseline and 6.3% versus similar routes.
Chennai-Bangalore,2025-10-20,2.85644285394986,-0.44,5.23,No,,Cost is within the expected range based on -0.4% versus its own historical baseline and 5.2% versus similar routes.
Chennai-Bangalore,2025-10-27,2.810685584596984,-2.06,3.78,No,,Cost is within the expected range based on -2.1% versus its own historical baseline and 3.8% versus similar routes.
Chennai-Bangalore,2025-11-03,2.8691882106833284,0.35,3.15,No,,Cost is within the expected range based on 0.3% versus its own historical baseline and 3.1% versus similar routes.
Chennai-Bangalore,2025-11-10,2.9014167989069044,1.04,8.7,No,,Cost is within the expected range based on 1.0% versus its own historical baseline and 8.7% versus similar routes.
Chennai-Bangalore,2025-11-17,2.811387900355872,-1.78,2.24,No,,Cost is within the expected range based on -1.8% versus its own historical baseline and 2.2% versus similar routes.
Chennai-Bangalore,2025-11-24,2.894371735993164,1.58,8.56,No,,Cost is within the expected range based on 1.6% versus its own historical baseline and 8.6% versus similar routes.
Chennai-Bangalore,2025-12-01,2.8808002553782925,1.13,4.72,No,,Cost is within the expected range based on 1.1% versus its own historical baseline and 4.7% versus similar routes.
Chennai-Bangalore,2025-12-08,2.888463624181527,0.93,2.86,No,,Cost is within the expected range based on 0.9% versus its own historical baseline and 2.9% versus similar routes.
Chennai-Bangalore,2025-12-15,2.9393283529986736,2.63,7.69,No,,Cost is within the expected range based on 2.6% versus its own historical baseline and 7.7% versus similar routes.
Chennai-Bangalore,2025-12-22,2.8236609342482057,-1.77,1.34,No,,Cost is within the expected range based on -1.8% versus its own historical baseline and 1.3% versus similar routes.
Delhi-Chennai,2024-01-01,1.956298374217392,,-4.68,No,,Cost is within the expected range based on -4.7% versus similar routes.
Delhi-Chennai,2024-01-08,2.0978558150803948,7.24,-0.24,No,,Cost is within the expected range based on 7.2% versus its own historical baseline and -0.2% versus similar routes.
Delhi-Chennai,2024-01-15,2.1467159233621165,5.9,4.7,No,,Cost is within the expected range based on 5.9% versus its own historical baseline and 4.7% versus similar routes.
Delhi-Chennai,2024-01-22,2.027410534166075,-1.91,-1.97,No,,Cost is within the expected range based on -1.9% versus its own historical baseline and -2.0% versus similar routes.
Delhi-Chennai,2024-01-29,2.001057289727846,-2.72,-0.01,No,,Cost is within the expected range based on -2.7% versus its own historical baseline and -0.0% versus similar routes.
Delhi-Chennai,2024-02-05,2.2207590134748814,8.55,7.83,No,,Cost is within the expected range based on 8.5% versus its own historical baseline and 7.8% versus similar routes.
Delhi-Chennai,2024-02-12,2.0445051874471414,-1.47,-2.15,No,,Cost is within the expected range based on -1.5% versus its own historical baseline and -2.1% versus similar routes.
Delhi-Chennai,2024-02-19,2.1342632911598507,3.07,7.57,No,,Cost is within the expected range based on 3.1% versus its own historical baseline and 7.6% versus similar routes.
Delhi-Chennai,2024-02-26,2.1064489961935755,1.34,6.78,No,,Cost is within the expected range based on 1.3% versus its own historical baseline and 6.8% versus similar routes.
Delhi-Chennai,2024-03-04,2.0524494466072976,-2.14,3.66,No,,Cost is within the expected range based on -2.1% versus its own historical baseline and 3.7% versus similar routes.
Delhi-Chennai,2024-03-11,2.0203298430967753,-3.41,-0.08,No,,Cost is within the expected range based on -3.4% versus its own historical baseline and -0.1% versus similar routes.
Delhi-Chennai,2024-03-18,2.2129300588909473,6.6,7.32,No,,Cost is within the expected range based on 6.6% versus its own historical baseline and 7.3% versus similar routes.
Delhi-Chennai,2024-03-25,2.0510984269713517,-2.29,0.19,No,,Cost is within the expected range based on -2.3% versus its own historical baseline and 0.2% versus similar routes.
Delhi-Chennai,2024-04-01,2.039962093508567,-3.11,2.08,No,,Cost is within the expected range based on -3.1% versus its own historical baseline and 2.1% versus similar routes.
Delhi-Chennai,2024-04-08,2.175122258803294,4.44,10.53,Yes,,"Cost is unusually high based on 4.4% versus its own historical baseline and 10.5% versus similar routes. All retrieved notes are dated in 2025 and refer to events occurring after the requested week of 2024-04-08, so none provide a documented explanation applicable to the cost increase for the Delhi-Chennai route in that week."
Delhi-Chennai,2024-04-15,2.189590380994658,4.31,5.61,No,,Cost is within the expected range based on 4.3% versus its own historical baseline and 5.6% versus similar routes.
Delhi-Chennai,2024-04-22,2.040536712107725,-3.11,-2.79,No,,Cost is within the expected range based on -3.1% versus its own historical baseline and -2.8% versus similar routes.
Delhi-Chennai,2024-04-29,2.041307213587173,-2.69,-3.3,No,,Cost is within the expected range based on -2.7% versus its own historical baseline and -3.3% versus similar routes.
Delhi-Chennai,2024-05-06,2.038356388152376,-2.77,3.77,No,,Cost is within the expected range based on -2.8% versus its own historical baseline and 3.8% versus similar routes.
Delhi-Chennai,2024-05-13,2.146846388130955,2.3,4.75,No,,Cost is within the expected range based on 2.3% versus its own historical baseline and 4.7% versus similar routes.
Delhi-Chennai,2024-05-20,2.192486403421971,4.89,3.39,No,,Cost is within the expected range based on 4.9% versus its own historical baseline and 3.4% versus similar routes.
Delhi-Chennai,2024-05-27,2.090931656981341,-0.81,-0.85,No,,Cost is within the expected range based on -0.8% versus its own historical baseline and -0.8% versus similar routes.
Delhi-Chennai,2024-06-03,2.175506838825636,2.89,4.24,No,,Cost is within the expected range based on 2.9% versus its own historical baseline and 4.2% versus similar routes.
Delhi-Chennai,2024-06-10,2.1845430210001098,3.32,10.74,Yes,,"Cost is unusually high based on 3.3% versus its own historical baseline and 10.7% versus similar routes. All retrieved notes are dated in 2025 and refer to events starting in 2025, which do not apply to the requested week of 2024-06-10; therefore none provide a documented explanation for the cost increase."
Delhi-Chennai,2024-06-17,2.1898471705483606,3.6,4.48,No,,Cost is within the expected range based on 3.6% versus its own historical baseline and 4.5% versus similar routes.
Delhi-Chennai,2024-06-24,2.08465374244201,-2.24,-0.38,No,,Cost is within the expected range based on -2.2% versus its own historical baseline and -0.4% versus similar routes.
Delhi-Chennai,2024-07-01,2.118067230475295,-0.93,7.62,No,,Cost is within the expected range based on -0.9% versus its own historical baseline and 7.6% versus similar routes.
Delhi-Chennai,2024-07-08,2.1279789309075134,-0.93,2.18,No,,Cost is within the expected range based on -0.9% versus its own historical baseline and 2.2% versus similar routes.
Delhi-Chennai,2024-07-15,2.140619089440067,-0.23,5.69,No,,Cost is within the expected range based on -0.2% versus its own historical baseline and 5.7% versus similar routes.
Delhi-Chennai,2024-07-22,1.9461139430788026,-9.02,-7.38,No,,Cost is within the expected range based on -9.0% versus its own historical baseline and -7.4% versus similar routes.
Delhi-Chennai,2024-07-29,1.9948209895335782,-5.95,-3.25,No,,Cost is within the expected range based on -5.9% versus its own historical baseline and -3.2% versus similar routes.
Delhi-Chennai,2024-08-05,1.997759182394508,-4.79,-1.57,No,,Cost is within the expected range based on -4.8% versus its own historical baseline and -1.6% versus similar routes.
Delhi-Chennai,2024-08-12,2.098544147759444,1.14,5.12,No,,Cost is within the expected range based on 1.1% versus its own historical baseline and 5.1% versus similar routes.
Delhi-Chennai,2024-08-19,2.070984526513901,0.36,1.64,No,,Cost is within the expected range based on 0.4% versus its own historical baseline and 1.6% versus similar routes.
Delhi-Chennai,2024-08-26,2.1226394430285707,2.95,7.02,No,,Cost is within the expected range based on 2.9% versus its own historical baseline and 7.0% versus similar routes.
Delhi-Chennai,2024-09-02,2.110229093693204,2.32,6.81,No,,Cost is within the expected range based on 2.3% versus its own historical baseline and 6.8% versus similar routes.
Delhi-Chennai,2024-09-09,2.118994579836392,2.85,6.71,No,,Cost is within the expected range based on 2.9% versus its own historical baseline and 6.7% versus similar routes.
Delhi-Chennai,2024-09-16,2.1469048642572663,4.34,4.46,No,,Cost is within the expected range based on 4.3% versus its own historical baseline and 4.5% versus similar routes.
Delhi-Chennai,2024-09-23,2.116523420076731,1.63,3.79,No,,Cost is within the expected range based on 1.6% versus its own historical baseline and 3.8% versus similar routes.
Delhi-Chennai,2024-09-30,2.066209866528212,-1.51,0.2,No,,Cost is within the expected range based on -1.5% versus its own historical baseline and 0.2% versus similar routes.
Delhi-Chennai,2024-10-07,1.9923355607279147,-5.41,-6.51,No,,Cost is within the expected range based on -5.4% versus its own historical baseline and -6.5% versus similar routes.
Delhi-Chennai,2024-10-14,2.1901767233463008,4.64,7.4,No,,Cost is within the expected range based on 4.6% versus its own historical baseline and 7.4% versus similar routes.
Delhi-Chennai,2024-10-21,2.1801357215028125,3.42,10.49,Yes,,"Cost is unusually high based on 3.4% versus its own historical baseline and 10.5% versus similar routes. None of the retrieved notes are dated or temporally applicable to the week of 2024-10-21, so they do not provide a documented explanation for the cost increase."
Delhi-Chennai,2024-10-28,2.0435917537778465,-3.38,2.0,No,,Cost is within the expected range based on -3.4% versus its own historical baseline and 2.0% versus similar routes.
Delhi-Chennai,2024-11-04,2.1369859317026116,1.43,5.89,No,,Cost is within the expected range based on 1.4% versus its own historical baseline and 5.9% versus similar routes.
Delhi-Chennai,2024-11-11,2.0419878294122324,-3.18,-2.77,No,,Cost is within the expected range based on -3.2% versus its own historical baseline and -2.8% versus similar routes.
Delhi-Chennai,2024-11-18,1.990062839545877,-5.05,-3.48,No,,Cost is within the expected range based on -5.1% versus its own historical baseline and -3.5% versus similar routes.
Delhi-Chennai,2024-11-25,1.988690826285465,-4.4,1.94,No,,Cost is within the expected range based on -4.4% versus its own historical baseline and 1.9% versus similar routes.
Delhi-Chennai,2024-12-02,1.968087013469917,-4.95,-4.4,No,,Cost is within the expected range based on -4.9% versus its own historical baseline and -4.4% versus similar routes.
Delhi-Chennai,2024-12-09,2.169191199009753,4.92,8.33,No,,Cost is within the expected range based on 4.9% versus its own historical baseline and 8.3% versus similar routes.
Delhi-Chennai,2024-12-16,2.036109408862508,-1.39,1.8,No,,Cost is within the expected range based on -1.4% versus its own historical baseline and 1.8% versus similar routes.
Delhi-Chennai,2024-12-23,2.0894419465971,2.08,2.04,No,,Cost is within the expected range based on 2.1% versus its own historical baseline and 2.0% versus similar routes.
Delhi-Chennai,2024-12-30,2.170761036416544,5.76,9.04,No,,Cost is within the expected range based on 5.8% versus its own historical baseline and 9.0% versus similar routes.
Delhi-Chennai,2025-01-06,2.0189153924776004,-1.84,-2.96,No,,Cost is within the expected range based on -1.8% versus its own historical baseline and -3.0% versus similar routes.
Delhi-Chennai,2025-01-13,1.9973096158496446,-2.76,-1.46,No,,Cost is within the expected range based on -2.8% versus its own historical baseline and -1.5% versus similar routes.
Delhi-Chennai,2025-01-20,1.962417188486714,-4.5,-5.98,No,,Cost is within the expected range based on -4.5% versus its own historical baseline and -6.0% versus similar routes.
Delhi-Chennai,2025-01-27,2.181331640557924,6.33,10.04,Yes,,Cost is unusually high based on 6.3% versus its own historical baseline and 10.0% versus similar routes. None of the retrieved notes apply to the week of 2025-01-27 or provide evidence of a factor that could increase freight costs for that period.
Delhi-Chennai,2025-02-03,2.2145952929752712,6.56,8.74,No,,Cost is within the expected range based on 6.6% versus its own historical baseline and 8.7% versus similar routes.
Delhi-Chennai,2025-02-10,2.0381852028492746,-2.19,1.59,No,,Cost is within the expected range based on -2.2% versus its own historical baseline and 1.6% versus similar routes.
Delhi-Chennai,2025-02-17,2.2192878406636614,6.49,11.9,Yes,,Cost is unusually high based on 6.5% versus its own historical baseline and 11.9% versus similar routes. None of the retrieved notes apply to the week of 2025-02-17 or provide a documented factor that could explain the cost increase for the Delhi-Chennai route.
Delhi-Chennai,2025-02-24,2.0765778492499853,-1.13,1.05,No,,Cost is within the expected range based on -1.1% versus its own historical baseline and 1.1% versus similar routes.
Delhi-Chennai,2025-03-03,2.1519571147918963,3.03,6.4,No,,Cost is within the expected range based on 3.0% versus its own historical baseline and 6.4% versus similar routes.
Delhi-Chennai,2025-03-10,2.1187813168153085,0.64,3.19,No,,Cost is within the expected range based on 0.6% versus its own historical baseline and 3.2% versus similar routes.
Delhi-Chennai,2025-03-17,2.0814995170870225,-1.83,1.44,No,,Cost is within the expected range based on -1.8% versus its own historical baseline and 1.4% versus similar routes.
Delhi-Chennai,2025-03-24,1.9867216682153144,-6.96,-3.4,No,,Cost is within the expected range based on -7.0% versus its own historical baseline and -3.4% versus similar routes.
Delhi-Chennai,2025-03-31,2.047733685536559,-2.99,0.81,No,,Cost is within the expected range based on -3.0% versus its own historical baseline and 0.8% versus similar routes.
Delhi-Chennai,2025-04-07,2.2086798440914452,5.67,8.77,No,,Cost is within the expected range based on 5.7% versus its own historical baseline and 8.8% versus similar routes.
Delhi-Chennai,2025-04-14,1.983596083052165,-6.05,-0.39,No,,Cost is within the expected range based on -6.1% versus its own historical baseline and -0.4% versus similar routes.
Delhi-Chennai,2025-04-21,2.0631499245243075,-0.9,2.96,No,,Cost is within the expected range based on -0.9% versus its own historical baseline and 3.0% versus similar routes.
Delhi-Chennai,2025-04-28,2.0677589762260062,-0.6,4.13,No,,Cost is within the expected range based on -0.6% versus its own historical baseline and 4.1% versus similar routes.
Delhi-Chennai,2025-05-05,2.198696684462253,6.23,1.19,No,,Cost is within the expected range based on 6.2% versus its own historical baseline and 1.2% versus similar routes.
Delhi-Chennai,2025-05-12,2.1355164957605006,2.68,-6.24,No,,Cost is within the expected range based on 2.7% versus its own historical baseline and -6.2% versus similar routes.
Delhi-Chennai,2025-05-19,2.109414123071192,1.1,-0.48,No,,Cost is within the expected range based on 1.1% versus its own historical baseline and -0.5% versus similar routes.
Delhi-Chennai,2025-05-26,2.1113633400854375,0.45,-3.48,No,,Cost is within the expected range based on 0.5% versus its own historical baseline and -3.5% versus similar routes.
Delhi-Chennai,2025-06-02,2.0630241533603,-2.22,-8.61,No,,Cost is within the expected range based on -2.2% versus its own historical baseline and -8.6% versus similar routes.
Delhi-Chennai,2025-06-09,2.1989037191209158,5.13,-0.5,No,,Cost is within the expected range based on 5.1% versus its own historical baseline and -0.5% versus similar routes.
Delhi-Chennai,2025-06-16,2.0582748083339584,-2.84,-8.51,No,,Cost is within the expected range based on -2.8% versus its own historical baseline and -8.5% versus similar routes.
Delhi-Chennai,2025-06-23,2.0452784736174796,-3.43,-8.04,No,,Cost is within the expected range based on -3.4% versus its own historical baseline and -8.0% versus similar routes.
Delhi-Chennai,2025-06-30,2.153644778811427,1.82,0.88,No,,Cost is within the expected range based on 1.8% versus its own historical baseline and 0.9% versus similar routes.
Delhi-Chennai,2025-07-07,1.97860469449773,-6.2,-6.51,No,,Cost is within the expected range based on -6.2% versus its own historical baseline and -6.5% versus similar routes.
Delhi-Chennai,2025-07-14,2.1702416417906205,3.85,2.52,No,,Cost is within the expected range based on 3.8% versus its own historical baseline and 2.5% versus similar routes.
Delhi-Chennai,2025-07-21,2.0392900262143385,-2.77,-7.54,No,,Cost is within the expected range based on -2.8% versus its own historical baseline and -7.5% versus similar routes.
Delhi-Chennai,2025-07-28,2.062709519806737,-1.23,-7.54,No,,Cost is within the expected range based on -1.2% versus its own historical baseline and -7.5% versus similar routes.
Delhi-Chennai,2025-08-04,2.1777235608667076,4.28,3.22,No,,Cost is within the expected range based on 4.3% versus its own historical baseline and 3.2% versus similar routes.
Delhi-Chennai,2025-08-11,1.9875632227052167,-4.71,-8.05,No,,Cost is within the expected range based on -4.7% versus its own historical baseline and -8.1% versus similar routes.
Delhi-Chennai,2025-08-18,2.0091995404377454,-3.26,-9.66,No,,Cost is within the expected range based on -3.3% versus its own historical baseline and -9.7% versus similar routes.
Delhi-Chennai,2025-08-25,2.016425808178081,-2.7,-4.07,No,,Cost is within the expected range based on -2.7% versus its own historical baseline and -4.1% versus similar routes.
Delhi-Chennai,2025-09-01,2.1297733430926673,3.63,-1.98,No,,Cost is within the expected range based on 3.6% versus its own historical baseline and -2.0% versus similar routes.
Delhi-Chennai,2025-09-08,2.1474105373750705,3.53,2.46,No,,Cost is within the expected range based on 3.5% versus its own historical baseline and 2.5% versus similar routes.
Delhi-Chennai,2025-09-15,2.0555846845360697,-0.76,-5.52,No,,Cost is within the expected range based on -0.8% versus its own historical baseline and -5.5% versus similar routes.
Delhi-Chennai,2025-09-22,1.9816189298985272,-4.42,-10.64,No,,Cost is within the expected range based on -4.4% versus its own historical baseline and -10.6% versus similar routes.
Delhi-Chennai,2025-09-29,2.084686608045349,1.04,-4.57,No,,Cost is within the expected range based on 1.0% versus its own historical baseline and -4.6% versus similar routes.
Delhi-Chennai,2025-10-06,2.107767464796165,2.74,-6.98,No,,Cost is within the expected range based on 2.7% versus its own historical baseline and -7.0% versus similar routes.
Delhi-Chennai,2025-10-13,2.0536056831336182,-0.63,-4.17,No,,Cost is within the expected range based on -0.6% versus its own historical baseline and -4.2% versus similar routes.
Delhi-Chennai,2025-10-20,2.069258369743481,-0.14,-1.94,No,,Cost is within the expected range based on -0.1% versus its own historical baseline and -1.9% versus similar routes.
Delhi-Chennai,2025-10-27,2.1812601894223294,4.93,2.91,No,,Cost is within the expected range based on 4.9% versus its own historical baseline and 2.9% versus similar routes.
Delhi-Chennai,2025-11-03,2.0346378871364905,-2.42,-4.51,No,,Cost is within the expected range based on -2.4% versus its own historical baseline and -4.5% versus similar routes.
Delhi-Chennai,2025-11-10,2.1974427117755266,6.1,3.9,No,,Cost is within the expected range based on 6.1% versus its own historical baseline and 3.9% versus similar routes.
Delhi-Chennai,2025-11-17,2.0005264409024175,-4.23,-5.1,No,,Cost is within the expected range based on -4.2% versus its own historical baseline and -5.1% versus similar routes.
Delhi-Chennai,2025-11-24,2.029318691900332,-2.96,-9.33,No,,Cost is within the expected range based on -3.0% versus its own historical baseline and -9.3% versus similar routes.
Delhi-Chennai,2025-12-01,2.0717032722732562,-0.6,-3.65,No,,Cost is within the expected range based on -0.6% versus its own historical baseline and -3.6% versus similar routes.
Delhi-Chennai,2025-12-08,1.9828796331593561,-4.66,-8.44,No,,Cost is within the expected range based on -4.7% versus its own historical baseline and -8.4% versus similar routes.
Delhi-Chennai,2025-12-15,1.9675850729410826,-4.99,-8.23,No,,Cost is within the expected range based on -5.0% versus its own historical baseline and -8.2% versus similar routes.
Delhi-Chennai,2025-12-22,1.9905279604623947,-3.29,-10.17,No,,Cost is within the expected range based on -3.3% versus its own historical baseline and -10.2% versus similar routes.
Delhi-Jaipur,2024-01-01,3.000124589086287,,-9.12,No,,Cost is within the expected range based on -9.1% versus similar routes.
Delhi-Jaipur,2024-01-08,3.053238844499479,1.77,-9.72,No,,Cost is within the expected range based on 1.8% versus its own historical baseline and -9.7% versus similar routes.
Delhi-Jaipur,2024-01-15,3.018284611444174,-0.28,-11.53,No,,Cost is within the expected range based on -0.3% versus its own historical baseline and -11.5% versus similar routes.
Delhi-Jaipur,2024-01-22,2.9905207109637173,-1.1,-11.49,No,,Cost is within the expected range based on -1.1% versus its own historical baseline and -11.5% versus similar routes.
Delhi-Jaipur,2024-01-29,3.193044427848018,5.89,-2.63,No,,Cost is within the expected range based on 5.9% versus its own historical baseline and -2.6% versus similar routes.
Delhi-Jaipur,2024-02-05,3.019563453505494,-1.03,-8.23,No,,Cost is within the expected range based on -1.0% versus its own historical baseline and -8.2% versus similar routes.
Delhi-Jaipur,2024-02-12,3.114203204421916,2.25,-5.08,No,,Cost is within the expected range based on 2.2% versus its own historical baseline and -5.1% versus similar routes.
Delhi-Jaipur,2024-02-19,2.9942465670453102,-2.01,-11.42,No,,Cost is within the expected range based on -2.0% versus its own historical baseline and -11.4% versus similar routes.
Delhi-Jaipur,2024-02-26,3.095922612017261,1.58,-4.74,No,,Cost is within the expected range based on 1.6% versus its own historical baseline and -4.7% versus similar routes.
Delhi-Jaipur,2024-03-04,3.000886739557641,-1.93,-11.99,No,,Cost is within the expected range based on -1.9% versus its own historical baseline and -12.0% versus similar routes.
Delhi-Jaipur,2024-03-11,3.112900922683544,1.95,-6.83,No,,Cost is within the expected range based on 2.0% versus its own historical baseline and -6.8% versus similar routes.
Delhi-Jaipur,2024-03-18,3.079482909335919,0.47,-9.81,No,,Cost is within the expected range based on 0.5% versus its own historical baseline and -9.8% versus similar routes.
Delhi-Jaipur,2024-03-25,3.17451688143107,3.19,-10.16,No,,Cost is within the expected range based on 3.2% versus its own historical baseline and -10.2% versus similar routes.
Delhi-Jaipur,2024-04-01,2.989638453642722,-2.74,-10.19,No,,Cost is within the expected range based on -2.7% versus its own historical baseline and -10.2% versus similar routes.
Delhi-Jaipur,2024-04-08,3.1255946349424892,1.8,-10.51,No,,Cost is within the expected range based on 1.8% versus its own historical baseline and -10.5% versus similar routes.
Delhi-Jaipur,2024-04-15,3.2014746514424033,4.23,-10.33,No,,Cost is within the expected range based on 4.2% versus its own historical baseline and -10.3% versus similar routes.
Delhi-Jaipur,2024-04-22,3.0583944142533848,-1.26,-8.03,No,,Cost is within the expected range based on -1.3% versus its own historical baseline and -8.0% versus similar routes.
Delhi-Jaipur,2024-04-29,3.0742647090547464,-0.6,-12.56,No,,Cost is within the expected range based on -0.6% versus its own historical baseline and -12.6% versus similar routes.
Delhi-Jaipur,2024-05-06,3.095442243813846,-0.21,-11.66,No,,Cost is within the expected range based on -0.2% versus its own historical baseline and -11.7% versus similar routes.
Delhi-Jaipur,2024-05-13,3.060597254279632,-1.27,-7.32,No,,Cost is within the expected range based on -1.3% versus its own historical baseline and -7.3% versus similar routes.
Delhi-Jaipur,2024-05-20,3.0543348925250706,-1.39,-8.63,No,,Cost is within the expected range based on -1.4% versus its own historical baseline and -8.6% versus similar routes.
Delhi-Jaipur,2024-05-27,3.1062883197284608,0.77,-9.82,No,,Cost is within the expected range based on 0.8% versus its own historical baseline and -9.8% versus similar routes.
Delhi-Jaipur,2024-06-03,3.1410904870240075,1.42,-7.06,No,,Cost is within the expected range based on 1.4% versus its own historical baseline and -7.1% versus similar routes.
Delhi-Jaipur,2024-06-10,3.0307295587311263,-2.2,-14.23,No,,Cost is within the expected range based on -2.2% versus its own historical baseline and -14.2% versus similar routes.
Delhi-Jaipur,2024-06-17,3.174488942112091,3.15,-4.71,No,,Cost is within the expected range based on 3.1% versus its own historical baseline and -4.7% versus similar routes.
Delhi-Jaipur,2024-06-24,3.098773366701835,0.21,-7.5,No,,Cost is within the expected range based on 0.2% versus its own historical baseline and -7.5% versus similar routes.
Delhi-Jaipur,2024-07-01,3.1919593224531986,3.13,-5.2,No,,Cost is within the expected range based on 3.1% versus its own historical baseline and -5.2% versus similar routes.
Delhi-Jaipur,2024-07-08,3.1168371831289035,0.31,-12.1,No,,Cost is within the expected range based on 0.3% versus its own historical baseline and -12.1% versus similar routes.
Delhi-Jaipur,2024-07-15,3.0878248301608573,-0.85,-10.35,No,,Cost is within the expected range based on -0.9% versus its own historical baseline and -10.3% versus similar routes.
Delhi-Jaipur,2024-07-22,3.12707767184565,0.28,-11.06,No,,Cost is within the expected range based on 0.3% versus its own historical baseline and -11.1% versus similar routes.
Delhi-Jaipur,2024-07-29,3.146639390849637,0.82,-7.18,No,,Cost is within the expected range based on 0.8% versus its own historical baseline and -7.2% versus similar routes.
Delhi-Jaipur,2024-08-05,3.0568969586497357,-2.08,-9.31,No,,Cost is within the expected range based on -2.1% versus its own historical baseline and -9.3% versus similar routes.
Delhi-Jaipur,2024-08-12,3.0025556482474607,-3.92,-10.24,No,,Cost is within the expected range based on -3.9% versus its own historical baseline and -10.2% versus similar routes.
Delhi-Jaipur,2024-08-19,3.0753854525836353,-0.91,-10.12,No,,Cost is within the expected range based on -0.9% versus its own historical baseline and -10.1% versus similar routes.
